ID,READER,SUBSET,PROJ.,BOOK ID,CH. TITLE,PROJECT TITLE,SEX,NAME
279849,4535,train-clean-360,7686,7504,Speeding Northward,Tom of the Raiders, M , Brett W. Downey
280250,7995,train-clean-360,7702,1603,"05 - SPY ROCK, Part 2",Blue Flower, F , Marie Hoffman
280354,8108,train-clean-100,7706,15202,Orpheus,"Young Folks' Treasury, Volume 2", M , drakaunus
280922,8011,train-clean-360,7724,40745,10 - THE PEASANT MAREY,Short Stories, M , Greg Giordano
281131,8527,train-clean-360,7736,16274,"Chapter III, part 1",Life and Adventures of Kit Carson, M , Gary Bohannon
281187,8474,train-clean-360,7739,6328,"02 - Ali Baba And The Forty Thieves, Part 1",Junior Classics Volume 5: Stories That Never Grow Old, M , Scott Snowman
281318,7850,dev-clean,7742,16140,Mother Magpie's Kindergarten,Curious Book of Birds, F , Jill Engle
281471,8887,train-clean-360,7749,22948,Jealousy,Rival Pitchers of Oakdale, M , Andrew Hernandez
282357,9022,train-clean-360,7793,29885,"The ""Argonauts""",Chronicles of Canada Volume 23 - The Cariboo Trail: A Chronicle of the Gold-fields of British Columbia, F , Claire M
282391,6167,train-clean-360,7794,19994,Fables 17-20: The Lion and the Mouse; The Shepherd Boy and the Wolf; The Gnat and the Bull; The Plane Tree,Aesop for Children, F , Janet
282926,8404,train-clean-360,7815,1725,11 - THE CABALLERO'S WAY,Heart of the West, F , Lynne Ray
282977,8183,train-clean-360,7817,15263,"31  Arrival from Harford County, Maryland and Norfolk, VA","Underground Railroad, Part 3", F , Cheri Jordan
282985,8152,train-clean-360,7818,19079,04 - The Spirit of Fear,Adventures of Lightfoot the Deer, M , Bigcowfeet
283138,6620,train-clean-360,7825,4320,Appendix IV. Of Some Verbal Disputes,Enquiry Concerning the Principles of Morals, F , Amy Koenig
283227,8609,train-clean-100,7829,5773,Chapter 17 The church-rate,Annals of a Quiet Neighbourhood, M , noblesavage
283452,8238,train-clean-100,7839,26950,Introduction,Humorous Ghost Stories, F , Madam Fickle
283478,7800,train-clean-100,7840,42630,"A Broken Window, and Glorious News",Outdoor Chums in the Big Woods, F , Arie
284268,8490,train-clean-360,7871,41630,03 - Alope,Story of Geronimo, M , Matt Parker
284424,7276,train-clean-360,7879,39159,01 - A Mysterious Arrival,Sky Island (version 2), F , ASPotter
284756,8088,train-clean-100,7897,29607,From the Oceans Depths by Sewell Peaslee Wright,"Astounding Stories 03, March 1930", M , Jason Bolestridge
285135,8592,train-clean-360,7910,2151,05 - The Man of the Crowd,"Works of Edgar Allan Poe, Raven Edition, Volume 5", M , Dylan Posa
285314,1472,train-clean-360,7916,10059,Mr. Skeelty Of The Mill,Aunt Jane's Nieces on Vacation, F , Sarah Jennings
285357,6563,train-clean-100,7920,793,Chapter 03   Germany's Rise to Military Airship Supremacy   Part 2,Aeroplanes and Dirigibles of War, M , William Tomcho
285896,4837,train-clean-360,7947,41402,On The Moor,Yellow House, F , Sharon Kilmer
286306,8573,train-clean-360,7963,5128,Cannae,Young Carthaginian, F , Paige G
286667,8419,train-clean-100,7981,35002,The Dance of the Sand-hill Cranes,Among the Pond People, M , Jon Kissack
287139,204,train-clean-360,7996,120,The Last of the Blind Man,Treasure Island (Version 4), M , Mark F. Smith
287357,8498,train-clean-360,8007,1282,A Strange Story,Tom Swift Among the Diamond Makers, M , Ian Quinlan
287387,8425,train-clean-100,8008,43005,Chapter VIII,Inevitable, M , Larry Wilson
287645,8463,test-clean,8016,15263,Arrivals from Belleair and Maryland,"Underground Railroad, Part 4", F , Michele Fry
287837,5909,train-clean-360,8025,12980,The Pony Rider Boys Inititated,Pony Rider Boys with the Texas Rangers, M , Mark Mickelson
288043,1289,train-clean-360,76,6107,"Appendix, part 1",Truth About Jesus.  Is He a Myth?, F , Joanne Pauwels
289453,559,train-clean-360,140,46,Stave 5,Christmas Carol, M , Bill Stackpole
290047,8066,train-clean-360,8059,7026,Stories 25-26,Children's Edition of Touching Incidents and Remarkable Answers to Prayer, M , Tim Cote
290349,8575,train-clean-360,8062,10615,Idea of duration and its simple modes Part I,Essay Concerning Humane Understanding, M , Jeremy Robertson
290923,3816,train-clean-360,8085,20317,Chapter 1,Treatise on Staff Making and Pivoting, F , Bev J Stevens
291101,8791,train-clean-360,8091,38172,Business is Business,Atlantic Narratives: Modern Short Stories, M , ScottReyonoldsVoice
291168,8758,train-clean-360,8093,43429,Fishing Exploits,"Cats: Their Points and Characteristics, with Curiosities of Cat  Life, and a Chapter on Feline Ailments", M , Krzysztof Rowinski
291374,8619,train-clean-360,8103,981,Sections 9-11,Beowulf, M , Tad E.
291444,8425,train-clean-100,8106,13042,To the Public,"Knickerbocker's History of New York, Vol. 1", M , Larry Wilson
291608,6924,train-clean-360,8112,18439,Chapters 4-7,What the Mother of a Deaf Child Ought to Know, F , Rapunzelina
291718,6965,train-clean-360,8119,32069,Chapters 6 & 7,Letters from a Cat, M , NoelBadrian
291953,8677,train-clean-360,8127,19221,Third Book: Poems 122-126,Golden Treasury of the Best Songs and Lyrical Pieces In the English Language, F , KHand
292138,8605,train-clean-360,8134,43250,Edith's Home on the Thames,Our Little English Cousin, F , Kate Sterner
292252,8825,train-clean-360,8138,12933,"William Shakespeare, Part 1","Little Journeys to the Homes of the Great, Vol. 1", F , Erin Schellhase
292347,8459,train-clean-360,8136,32233,Notes 1,Wind Among the Reeds, M , sdaeley17
292519,8555,test-clean,8145,36508,Poems by S. Foster Damon,Eight Harvard Poets, F , Michelle Goode
292604,3967,train-clean-360,8150,38693,Chapter VII,Watchers, F , Christine Dufour
293168,8506,train-clean-360,8162,43585,The Sweet Singer of Israel,Our Little Jewish Cousin, F , Denise Nordell
293469,8419,train-clean-100,8172,34943,The Tree Frog's Story,Among the Meadow People, M , Jon Kissack
293529,8138,train-clean-360,8175,5776,Sections 35 & 36,100%: The Story of a Patriot, M , Lee Smalley
293663,8684,train-clean-360,8179,29809,"The Atom-Smasher by Victor Rousseau, Ch 10-12","Astounding Stories 05, May 1930", F , Alison Stewart
293952,8747,train-clean-100,8185,42056,The New Page,Red Window, M , DeanOBuchanan
294113,8820,train-clean-360,8193,4953,The Somnambulists,"Revolution, and other Essays", M , Ignare
294466,4788,train-clean-100,8203,43699,Chapter 2,Phantom Town Mystery, M , Bill Boerst
294523,8771,train-clean-360,8204,24354,Walter Scott The Boy of the Canongate: 1771-1832,Historic Boyhoods, F , Anna Millard
294551,8725,train-clean-360,8206,1885,Introduction,Bunyan Characters Volume I, M , Gary Ericson
294690,7910,train-clean-360,8212,1624,Chapter IV - The Curtain Falls,Two Destinies, F , southernemma
294825,8463,test-clean,8216,2488,Introduction,Twenty Thousand Leagues Under The Sea (version 3), F , Michele Fry
294887,8468,train-clean-100,8217,15263,"Portraits And Sketches - Lewis Tappan, Part 1","Underground Railroad, Part 5", F , Jennifer Dorr
295197,8718,train-clean-360,8231,2486,Miss Katy-Did and Miss Cricket,Queer Little Folks, F , Deena Rhoads
295385,8051,train-clean-100,8241,13042,"Book VI, Chapter I","Knickerbocker's History of New York, Vol. 2", F , Maria Kasper
295445,8718,train-clean-360,8244,22925,Abraham Lincoln's Forefathers,Story of Young Abraham Lincoln, F , Deena Rhoads
295710,8772,train-clean-360,6416,16726,Sand- Chapter 10,Four Weird Tales, M , Martin Reyto
295756,8635,train-clean-360,8259,36183,Youth,Life of George Washington in Words of One Syllable, M , ACBowgus
295947,7794,train-clean-100,8268,15164,The Grateful Foxes,Folk Tales Every Child Should Know, F , mlcui
296078,8677,train-clean-360,8274,43898,Little Florence,Florence Nightingale the Angel of the Crimea, F , KHand
296159,8713,train-clean-360,8279,29766,Chapter 10,Audrey Craven, M , Expatriate
296395,8057,train-clean-360,8290,43930,General Characteristics,"Cat: Its Natural History, Varieties and Management", F , Linda Dougherty
296465,8758,train-clean-360,8295,43790,"Chapter I. Of the reason why this Book was written, and of several sorts of Cats which are not strictly Zoological",Book of Cats, M , Krzysztof Rowinski
298025,3374,train-clean-100,8361,12060,Prologue/Confessions of an Awkward Man (Julius to Lucinda),Lucinda, M , Craig Campbell
298545,8838,train-clean-100,8386,10446,"The Croxley Master - I, part 1",Green Flag and Other Stories of War and Sport, M , Kevin Owens
300047,8713,train-clean-360,8437,13409,Chapter 06,Ward No. 6, M , Expatriate
300208,5985,train-clean-360,8444,472,An Injudicious Payment,House Behind the Cedars, M , James K. White
300234,8879,train-clean-360,8445,29886,The Descent of the Fraser River,Chronicles of Canada Volume 22 - Pioneers of the Pacific Coast: A Chronicle of Sea Rovers and Fur Hunters, M , Son of the Exiles
300880,6064,train-clean-100,8473,44326,Chapter 10,Wanted: A Husband, F , Deborah Knight
301693,8113,train-clean-360,8514,16134,The Shadow of the Thunder-Oak,First Christmas Tree, F , PennyAnn
302000,4837,train-clean-360,8532,6884,Chapter 2,Sleeping Fires, F , Sharon Kilmer
302111,8713,train-clean-360,8534,25953,Runo 08,"Kalevala, The Land of the Heroes (Kirby translation)", M , Expatriate
302196,8842,dev-clean,8536,41085,Prefatory Note and Introduction,New Life (La vita nuova), F , Mary J
302395,8855,train-clean-360,8547,21769,A Lilt of the Road,Songs of the Road, M , Eric Metzler
304534,7730,train-clean-360,8625,26033,Early Lessons in the Life of Faith,How I Know God Answers Prayer, F , Fiddlesticks
304647,8842,dev-clean,8629,10314,Campanella XVI-XXX,Sonnets of Michael Angelo Buonarroti and Tommaso Campanella, F , Mary J
305212,8630,train-clean-100,8645,35941,How Augustine Went to Carthage and How Patricius Died a Christian Death,Life of Saint Monica, M , Eduardo
