Title,Poet,urls
The Zero Country,Julian Randall,https://www.poetryfoundation.org/poetrymagazine/poems/151475/the-zero-country
Photograph from September 11,Wisława Szymborska,https://www.poetryfoundation.org/poems/48799/photograph-from-september-11
Affekt Funereal / Affekt Jamboree,Rodrigo Toscano,https://www.poetryfoundation.org/poems/52708/affekt-funereal-affekt-jamboree
Tonight,Agha Shahid Ali,https://www.poetryfoundation.org/poems/51652/tonight-56d22f898fcd7
Eighth Sky,Michael Palmer,https://www.poetryfoundation.org/poems/54870/eighth-sky
On the Metro,C. K. Williams,https://www.poetryfoundation.org/poetrymagazine/poems/43224/on-the-metro
Trojan,Jericho Brown,https://www.poetryfoundation.org/poetrymagazine/poems/147884/trojan
Perhaps the World Ends Here,Joy Harjo,https://www.poetryfoundation.org/poems/49622/perhaps-the-world-ends-here
The Rime of the Ancient Mariner (text of 1834),Samuel Taylor Coleridge,https://www.poetryfoundation.org/poems/43997/the-rime-of-the-ancient-mariner-text-of-1834
Searchers,D. Nurkse,https://www.poetryfoundation.org/poetrymagazine/poems/41569/searchers
Childhood’s Retreat,Robert Duncan,https://www.poetryfoundation.org/poems/46321/childhoods-retreat
Violence on the Internet,S.J. Fowler,https://www.poetryfoundation.org/poetrymagazine/poems/92656/violence-on-the-internet
"The Little Odyssey of Jason Quint, of Science, Doctor",Thomas McGrath,https://www.poetryfoundation.org/poems/53119/the-little-odyssey-of-jason-quint-of-science-doctor
Love Song,Dorothy Parker,https://www.poetryfoundation.org/poems/44831/love-song-56d224131a619
Epithalamion,Robert Fernandez,https://www.poetryfoundation.org/poems/54957/epithalamion-56d235ef20160
Antonio Machado Listens to the Shadows of the Sunset in Long Island,Fernando Valverde,https://www.poetryfoundation.org/poetrymagazine/poems/152488/antonio-machado-listens-to-the-shadows-of-the-sunset-in-long-island
Mr. Attila,Carl Sandburg,https://www.poetryfoundation.org/poems/53234/mr-attila
Watching It Happen,Elaine Kahn,https://www.poetryfoundation.org/poems/58385/watching-it-happen
Aubade with Burning City,Ocean Vuong,https://www.poetryfoundation.org/poetrymagazine/poems/56769/aubade-with-burning-city
Mingus at the Showplace,William Matthews,https://www.poetryfoundation.org/poetrymagazine/poems/38192/mingus-at-the-showplace
"Shipwreck in Haven, Part Five",Keith Waldrop,https://www.poetryfoundation.org/poems/53182/shipwreck-in-haven-part-five
The Fisherman,William Butler Yeats,https://www.poetryfoundation.org/poetrymagazine/poems/13324/the-fisherman
To the Young Man on the Bridge,Jessica Jopp,https://www.poetryfoundation.org/poetrymagazine/poems/54347/to-the-young-man-on-the-bridge
A Few Miles Off,Micah Ballard,https://www.poetryfoundation.org/poems/54969/a-few-miles-off
The Mauve Notebook,John Ashbery,https://www.poetryfoundation.org/poems/58031/the-mauve-notebook
Stanza,Tomás Q. Morín,https://www.poetryfoundation.org/poetrymagazine/poems/56642/stanza
My partner wants me to write them a poem about Sheryl Crow,Kayleb Rae Candrilli,https://www.poetryfoundation.org/poetrymagazine/poems/150057/my-partner-wants-me-to-write-them-a-poem-about-sheryl-crow
Passage,Barbara Guest,https://www.poetryfoundation.org/poems/53128/passage-56d232278087b
The Lie,Don Paterson,https://www.poetryfoundation.org/poetrymagazine/poems/52867/the-lie-56d231ae726ca
from Junk,Tommy Pico,https://www.poetryfoundation.org/poetrymagazine/poems/91665/from-junk
"""Wreck"" and ""rise above""",Eleanor Wilner,https://www.poetryfoundation.org/poetrymagazine/poems/48974/wreck-and-rise-above
Conjecture on the Stained Glass Image of White Christ at Ebenezer Baptist Church,Marcus Wicker,https://www.poetryfoundation.org/poetrymagazine/poems/91296/conjecture-on-the-stained-glass-image-of-white-christ-at-ebenezer-baptist-church
LAMENTA: 423,Myung Mi Kim,https://www.poetryfoundation.org/poems/53713/lamenta-423
A Late History,Weldon Kees,https://www.poetryfoundation.org/poems/53031/a-late-history
Windy City,Stuart Dybek,https://www.poetryfoundation.org/poems/52190/windy-city
Butchers,C. K. Williams,https://www.poetryfoundation.org/poetrymagazine/poems/54546/butchers
Bat Cave,Eleanor Wilner,https://www.poetryfoundation.org/poems/42974/bat-cave
Reparations Metric Ending in Assisted Schadenfreude,Marcus Wicker,https://www.poetryfoundation.org/poetrymagazine/poems/151148/reparations-metric-ending-in-assisted-schadenfreude
Bon Courage,Amy Gerstler,https://www.poetryfoundation.org/poetrymagazine/poems/56096/bon-courage
"Except for Being, It Was Relatively Painless",Mary Jo Bang,https://www.poetryfoundation.org/poems/58322/except-for-being-it-was-relatively-painless
Girls Are Coming Out of the Woods,Tishani Doshi,https://www.poetryfoundation.org/poems/152744/girls-are-coming-out-of-the-woods
How to Draw a Perfect Circle,Terrance Hayes,https://www.poetryfoundation.org/poetrymagazine/poems/57566/how-to-draw-a-perfect-circle
Dawn of Man,Max Ritvo,https://www.poetryfoundation.org/poetrymagazine/poems/90280/dawn-of-man
Magnificat,Eleanor Wilner,https://www.poetryfoundation.org/poetrymagazine/poems/42224/magnificat
Mom Betty Addresses the Nature of Proportion,Eileen R. Tabios,https://www.poetryfoundation.org/poems/142208/mom-betty-addresses-the-nature-of-proportion
